entity,CM,ARR,CHD,VD,IHD,CCD,VOO,OTH
Q9BVP2,2.3086941625943236e-05,0.0,0.0,0.0,1.0643114727922344e-05,0.0,0.0,0.0
Q13255,3.510425687153508e-05,0.0,0.0,0.0,2.8411266389360853e-05,0.0,0.0,0.0
O76003,0.00017555364624797197,0.0,0.0,0.0,2.1544932246427033e-05,0.0,0.0,4.6070304506790454e-05
P43220,0.004318916806793477,0.0005221439078693281,0.0,0.0,0.0024313872463410306,4.258855743331829e-05,0.0,0.0005125731952558617
Q6L8Q7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3901089763088612e-06
Q86TL0,8.945755952017149e-07,0.0,0.0,0.0,3.521733634308326e-05,0.0,0.0,0.0
Q01638,0.00039525500530209704,2.216336378267142e-05,0.0,3.874249166583531e-05,0.00010676808771318173,0.0,9.496717235820918e-06,6.740957977941118e-05
P42771,8.94577146807319e-07,0.0,1.154530536155241e-05,0.0,1.5594563940330408e-05,0.0,0.0,0.0
O00160,0.0,0.0,0.0,0.0,6.715369623603508e-06,0.0,0.0,0.0
Q92835,0.0,0.0,1.927531775273542e-06,3.242452395586982e-06,0.0,0.0,0.0,1.390010938811814e-06
P80511,0.00495350192855006,6.776766182146599e-05,0.000130227558014388,9.934166404558942e-06,0.00881835673586734,0.0,0.0,0.0008913302341635943
Q9NT62,0.00010221063468056085,0.0,0.0,0.0,6.598992537767245e-05,0.0,0.0,0.0
Q99836,8.941906271916048e-07,3.434771983273711e-05,0.0,0.0,4.731169357324431e-05,0.0,0.0,2.8397055111581073e-05
Q9P0U4,1.925089210750739e-05,0.00010144084437936647,0.0,0.0,7.23217587158849e-07,8.690661337277008e-05,0.0,4.3985169144847574e-06
P53384,5.363030785672231e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.3900486891514191e-06
P29474,0.06387925241876073,0.010663950752281801,0.007036293071814043,0.008308159537390792,0.09098140304950796,0.0011110837208816577,0.00394272475914534,0.038950834395659543
Q13115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3901089763088612e-06
Q14116,0.01683879021583343,0.0030332330989986905,0.0009323843887976981,0.0012104374939953925,0.025097643894547307,0.0004895733382990847,0.002551418680801199,0.0105375586728997
