entity,CM,ARR,CHD,VD,IHD,CCD,VOO,OTH
Q01094,0.06183072441707387,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.15285182705808714
O43542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658296987726065
P10071,0.0,0.0,0.14179031619390367,0.0,0.0,0.0,0.0,0.0
Q12824,0.06183072441707387,0.0,0.2126854742908555,0.07482025052900713,0.0,0.0,0.0,0.18480732886684628
P51878,0.12366144883414774,0.0,0.0,0.0,0.09573317728920001,0.0,0.0,0.0
Q00325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658296987726065
O60832,0.06183072441707387,0.0,0.07089515809695184,0.0,0.0,0.0,0.0,0.0
P11387,0.0,0.0,0.07089515809695184,0.07482025052900713,0.0,0.0,0.0,0.0
P50542-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23599700153356384
Q15831,0.1854921732512216,0.14046443771160425,0.0,0.0,0.15613408724488761,0.1315859162948688,0.0,0.1974890963178195
Q6UVK1,0.14356649615124187,0.0,0.14179031619390367,0.0,0.0,0.0,0.0,0.0
Q9UBM7,0.0,0.0,0.16461345937679372,0.0,0.21653499720057523,0.0,0.0,0.0
Q5ZPR3,0.15983010401055994,0.07023221885580212,0.26234325884585263,0.0,0.22996770181654533,0.0,0.0,0.10433760398835085
Q93008,0.0,0.0,0.07089515809695184,0.0,0.0,0.0,0.0,0.0
P35670,0.09799937959348608,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
Q99502,0.09799937959348608,0.0,0.24525695152888521,0.0,0.0,0.0,0.0,0.131659397545213
Q8IUG5,0.14356649615124187,0.11131543322888769,0.0,0.0,0.0,0.0,0.0,0.0
Q9H845,0.2672279449853896,0.0,0.0,0.31199483329508426,0.0,0.0,0.0,0.22773334137932386
Q13451,0.06183072441707387,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.10433760398835085
O60911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22773334137932386
Q9HCS4,0.06183072441707387,0.0,0.14179031619390367,0.0,0.0,0.0,0.0,0.0
P18847,0.43555999147930835,0.0,0.11236616706636653,0.3286342899752298,0.3785196095560278,0.0,0.0,0.44980709137881597
Q9HC23,0.0,0.0,0.0,0.0,0.30200454977843805,0.0,0.0,0.0
P27144,0.09799937959348608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9H0A0,0.0,0.0,0.0,0.0,0.12080181991137522,0.0,0.0,0.0
P19404,0.0,0.0,0.07089515809695184,0.0,0.0,0.0,0.0,0.0
Q16790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18480732886684628
Q99814,0.15983010401055994,0.0,0.0,0.0,0.15613408724488761,0.0,0.0,0.0
